Unnamed: 0,image,class,group_id
39048,data/FaceForensics++_frame/original_sequences/youtube/c23/images/646/0150_face_00.png,0,youtube/646
41288,data/FaceForensics++_frame/manipulated_sequences/FaceSwap/c23/images/453_402/0420_face_00.png,1,FaceSwap/453_402
47575,data/FaceForensics++_frame/manipulated_sequences/Face2Face/c23/images/178_598/0150_face_00.png,1,Face2Face/178_598
70354,data/FaceForensics++_frame/manipulated_sequences/FaceShifter/c23/images/704_723/0300_face_00.png,1,FaceShifter/704_723
15701,data/FaceForensics++_frame/manipulated_sequences/FaceShifter/c23/images/679_665/0200_face_00.png,1,FaceShifter/679_665
58604,data/FaceForensics++_frame/original_sequences/youtube/c23/images/489/0000_face_00.png,0,youtube/489
17286,data/FaceForensics++_frame/manipulated_sequences/FaceShifter/c23/images/324_356/0275_face_00.png,1,FaceShifter/324_356
17364,data/FaceForensics++_frame/manipulated_sequences/FaceShifter/c23/images/266_252/0275_face_00.png,1,FaceShifter/266_252
21867,data/FaceForensics++_frame/manipulated_sequences/NeuralTextures/c23/images/136_285/0000_face_00.png,1,NeuralTextures/136_285
65328,data/FaceForensics++_frame/manipulated_sequences/NeuralTextures/c23/images/202_348/0050_face_00.png,1,NeuralTextures/202_348
41648,data/FaceForensics++_frame/manipulated_sequences/FaceShifter/c23/images/204_230/0450_face_00.png,1,FaceShifter/204_230
19229,data/FaceForensics++_frame/manipulated_sequences/FaceShifter/c23/images/364_440/0100_face_00.png,1,FaceShifter/364_440
70381,data/FaceForensics++_frame/manipulated_sequences/FaceSwap/c23/images/436_526/0060_face_00.png,1,FaceSwap/436_526
10544,data/FaceForensics++_frame/original_sequences/youtube/c23/images/165/0325_face_00.png,0,youtube/165
73865,data/FaceForensics++_frame/manipulated_sequences/FaceShifter/c23/images/406_391/0200_face_00.png,1,FaceShifter/406_391
5918,data/FaceForensics++_frame/manipulated_sequences/FaceShifter/c23/images/357_432/0150_face_00.png,1,FaceShifter/357_432
63566,data/FaceForensics++_frame/manipulated_sequences/Face2Face/c23/images/988_966/0275_face_00.png,1,Face2Face/988_966
70269,data/FaceForensics++_frame/manipulated_sequences/FaceSwap/c23/images/847_906/0030_face_00.png,1,FaceSwap/847_906
66371,data/FaceForensics++_frame/manipulated_sequences/Deepfakes/c23/images/052_108/0180_face_00.png,1,Deepfakes/052_108
23631,data/FaceForensics++_frame/manipulated_sequences/Deepfakes/c23/images/317_359/0330_face_00.png,1,Deepfakes/317_359
24351,data/FaceForensics++_frame/manipulated_sequences/Deepfakes/c23/images/335_277/0180_face_00.png,1,Deepfakes/335_277
806,data/FaceForensics++_frame/manipulated_sequences/FaceSwap/c23/images/250_461/0400_face_00.png,1,FaceSwap/250_461
8499,data/FaceForensics++_frame/manipulated_sequences/Deepfakes/c23/images/459_430/0120_face_00.png,1,Deepfakes/459_430
12654,data/FaceForensics++_frame/manipulated_sequences/Face2Face/c23/images/001_870/0525_face_00.png,1,Face2Face/001_870
5664,data/FaceForensics++_frame/manipulated_sequences/FaceShifter/c23/images/766_761/0100_face_00.png,1,FaceShifter/766_761
746,data/FaceForensics++_frame/manipulated_sequences/FaceShifter/c23/images/736_785/0300_face_00.png,1,FaceShifter/736_785
41854,data/FaceForensics++_frame/manipulated_sequences/NeuralTextures/c23/images/855_801/0125_face_00.png,1,NeuralTextures/855_801
64985,data/FaceForensics++_frame/original_sequences/youtube/c23/images/805/0288_face_00.png,0,youtube/805
67512,data/FaceForensics++_frame/manipulated_sequences/FaceShifter/c23/images/923_023/0525_face_00.png,1,FaceShifter/923_023
10736,data/FaceForensics++_frame/manipulated_sequences/FaceShifter/c23/images/413_372/0300_face_00.png,1,FaceShifter/413_372
52020,data/FaceForensics++_frame/manipulated_sequences/NeuralTextures/c23/images/191_188/0150_face_00.png,1,NeuralTextures/191_188
8982,data/FaceForensics++_frame/manipulated_sequences/Deepfakes/c23/images/589_565/0600_face_00.png,1,Deepfakes/589_565
40262,data/FaceForensics++_frame/manipulated_sequences/Face2Face/c23/images/212_179/0810_face_00.png,1,Face2Face/212_179
46343,data/FaceForensics++_frame/manipulated_sequences/Face2Face/c23/images/776_676/0510_face_00.png,1,Face2Face/776_676
3801,data/FaceForensics++_frame/manipulated_sequences/Face2Face/c23/images/307_365/0075_face_00.png,1,Face2Face/307_365
69958,data/FaceForensics++_frame/manipulated_sequences/FaceShifter/c23/images/464_463/0300_face_00.png,1,FaceShifter/464_463
4412,data/FaceForensics++_frame/original_sequences/youtube/c23/images/072/0075_face_00.png,0,youtube/072
73314,data/FaceForensics++_frame/manipulated_sequences/FaceShifter/c23/images/068_028/0300_face_00.png,1,FaceShifter/068_028
57321,data/FaceForensics++_frame/manipulated_sequences/Deepfakes/c23/images/272_396/0180_face_00.png,1,Deepfakes/272_396
64366,data/FaceForensics++_frame/manipulated_sequences/Deepfakes/c23/images/884_968/0275_face_00.png,1,Deepfakes/884_968
11778,data/FaceForensics++_frame/manipulated_sequences/Deepfakes/c23/images/851_552/0528_face_00.png,1,Deepfakes/851_552
13204,data/FaceForensics++_frame/manipulated_sequences/Deepfakes/c23/images/982_004/0025_face_00.png,1,Deepfakes/982_004
23483,data/FaceForensics++_frame/manipulated_sequences/FaceSwap/c23/images/796_740/0168_face_00.png,1,FaceSwap/796_740
62307,data/FaceForensics++_frame/manipulated_sequences/Face2Face/c23/images/883_013/0300_face_00.png,1,Face2Face/883_013
43820,data/FaceForensics++_frame/manipulated_sequences/FaceSwap/c23/images/607_683/0150_face_00.png,1,FaceSwap/607_683
5381,data/FaceForensics++_frame/manipulated_sequences/FaceShifter/c23/images/421_423/0300_face_00.png,1,FaceShifter/421_423
43171,data/FaceForensics++_frame/manipulated_sequences/Face2Face/c23/images/855_801/0125_face_00.png,1,Face2Face/855_801
50285,data/FaceForensics++_frame/manipulated_sequences/NeuralTextures/c23/images/355_748/0270_face_00.png,1,NeuralTextures/355_748
36233,data/FaceForensics++_frame/manipulated_sequences/FaceSwap/c23/images/657_644/0350_face_00.png,1,FaceSwap/657_644
57454,data/FaceForensics++_frame/manipulated_sequences/FaceShifter/c23/images/552_851/0024_face_00.png,1,FaceShifter/552_851
16378,data/FaceForensics++_frame/manipulated_sequences/Face2Face/c23/images/617_566/0375_face_00.png,1,Face2Face/617_566
46914,data/FaceForensics++_frame/manipulated_sequences/Face2Face/c23/images/233_995/0240_face_00.png,1,Face2Face/233_995
6258,data/FaceForensics++_frame/manipulated_sequences/Deepfakes/c23/images/963_879/0120_face_00.png,1,Deepfakes/963_879
71788,data/FaceForensics++_frame/manipulated_sequences/FaceSwap/c23/images/193_030/0240_face_00.png,1,FaceSwap/193_030
71152,data/FaceForensics++_frame/manipulated_sequences/FaceSwap/c23/images/545_553/0120_face_00.png,1,FaceSwap/545_553
22112,data/FaceForensics++_frame/manipulated_sequences/FaceShifter/c23/images/061_080/0125_face_00.png,1,FaceShifter/061_080
59530,data/FaceForensics++_frame/manipulated_sequences/FaceShifter/c23/images/180_105/0060_face_00.png,1,FaceShifter/180_105
13680,data/FaceForensics++_frame/manipulated_sequences/FaceShifter/c23/images/763_930/0270_face_00.png,1,FaceShifter/763_930
22512,data/FaceForensics++_frame/manipulated_sequences/Face2Face/c23/images/934_918/0075_face_00.png,1,Face2Face/934_918
9792,data/FaceForensics++_frame/manipulated_sequences/FaceShifter/c23/images/031_163/0150_face_00.png,1,FaceShifter/031_163
6252,data/FaceForensics++_frame/manipulated_sequences/Deepfakes/c23/images/963_879/0150_face_00.png,1,Deepfakes/963_879
20631,data/FaceForensics++_frame/manipulated_sequences/FaceShifter/c23/images/147_055/0330_face_00.png,1,FaceShifter/147_055
38182,data/FaceForensics++_frame/manipulated_sequences/FaceShifter/c23/images/578_636/0480_face_00.png,1,FaceShifter/578_636
74096,data/FaceForensics++_frame/manipulated_sequences/NeuralTextures/c23/images/225_151/0000_face_00.png,1,NeuralTextures/225_151
57491,data/FaceForensics++_frame/manipulated_sequences/Face2Face/c23/images/872_873/0250_face_00.png,1,Face2Face/872_873
11968,data/FaceForensics++_frame/manipulated_sequences/Face2Face/c23/images/760_611/0150_face_00.png,1,Face2Face/760_611
47094,data/FaceForensics++_frame/manipulated_sequences/Deepfakes/c23/images/160_928/0450_face_00.png,1,Deepfakes/160_928
12899,data/FaceForensics++_frame/manipulated_sequences/FaceShifter/c23/images/517_521/0360_face_00.png,1,FaceShifter/517_521
60236,data/FaceForensics++_frame/manipulated_sequences/Deepfakes/c23/images/461_250/0375_face_00.png,1,Deepfakes/461_250
40731,data/FaceForensics++_frame/manipulated_sequences/FaceSwap/c23/images/003_000/0100_face_00.png,1,FaceSwap/003_000
65661,data/FaceForensics++_frame/original_sequences/youtube/c23/images/043/0450_face_00.png,0,youtube/043
39216,data/FaceForensics++_frame/manipulated_sequences/Deepfakes/c23/images/135_880/0024_face_00.png,1,Deepfakes/135_880
23829,data/FaceForensics++_frame/manipulated_sequences/Face2Face/c23/images/755_759/0330_face_00.png,1,Face2Face/755_759
55805,data/FaceForensics++_frame/original_sequences/youtube/c23/images/359/0330_face_00.png,0,youtube/359
73020,data/FaceForensics++_frame/manipulated_sequences/Deepfakes/c23/images/176_190/0120_face_00.png,1,Deepfakes/176_190
56754,data/FaceForensics++_frame/manipulated_sequences/Face2Face/c23/images/574_547/0225_face_00.png,1,Face2Face/574_547
44328,data/FaceForensics++_frame/manipulated_sequences/Face2Face/c23/images/412_274/0300_face_00.png,1,Face2Face/412_274
28500,data/FaceForensics++_frame/manipulated_sequences/NeuralTextures/c23/images/146_256/0528_face_00.png,1,NeuralTextures/146_256
48610,data/FaceForensics++_frame/manipulated_sequences/FaceShifter/c23/images/515_519/0175_face_00.png,1,FaceShifter/515_519
2699,data/FaceForensics++_frame/manipulated_sequences/Face2Face/c23/images/257_420/1125_face_00.png,1,Face2Face/257_420
39066,data/FaceForensics++_frame/manipulated_sequences/FaceShifter/c23/images/945_044/0600_face_00.png,1,FaceShifter/945_044
9551,data/FaceForensics++_frame/manipulated_sequences/FaceSwap/c23/images/478_506/0330_face_00.png,1,FaceSwap/478_506
20734,data/FaceForensics++_frame/manipulated_sequences/Face2Face/c23/images/687_615/0075_face_00.png,1,Face2Face/687_615
49677,data/FaceForensics++_frame/manipulated_sequences/NeuralTextures/c23/images/815_730/0150_face_00.png,1,NeuralTextures/815_730
11293,data/FaceForensics++_frame/manipulated_sequences/NeuralTextures/c23/images/010_005/0150_face_00.png,1,NeuralTextures/010_005
13132,data/FaceForensics++_frame/manipulated_sequences/FaceSwap/c23/images/264_271/0300_face_00.png,1,FaceSwap/264_271
55242,data/FaceForensics++_frame/manipulated_sequences/NeuralTextures/c23/images/552_851/0096_face_00.png,1,NeuralTextures/552_851
19090,data/FaceForensics++_frame/manipulated_sequences/Deepfakes/c23/images/014_790/0660_face_00.png,1,Deepfakes/014_790
32969,data/FaceForensics++_frame/manipulated_sequences/FaceShifter/c23/images/170_186/0300_face_00.png,1,FaceShifter/170_186
69651,data/FaceForensics++_frame/manipulated_sequences/Deepfakes/c23/images/942_943/0225_face_00.png,1,Deepfakes/942_943
25268,data/FaceForensics++_frame/manipulated_sequences/Deepfakes/c23/images/364_440/0300_face_00.png,1,Deepfakes/364_440
8138,data/FaceForensics++_frame/manipulated_sequences/Deepfakes/c23/images/151_225/0300_face_00.png,1,Deepfakes/151_225
34998,data/FaceForensics++_frame/manipulated_sequences/NeuralTextures/c23/images/430_459/0120_face_00.png,1,NeuralTextures/430_459
55103,data/FaceForensics++_frame/manipulated_sequences/Deepfakes/c23/images/835_651/0050_face_00.png,1,Deepfakes/835_651
11652,data/FaceForensics++_frame/manipulated_sequences/FaceShifter/c23/images/924_917/0800_face_00.png,1,FaceShifter/924_917
72287,data/FaceForensics++_frame/manipulated_sequences/Deepfakes/c23/images/952_882/0060_face_00.png,1,Deepfakes/952_882
32339,data/FaceForensics++_frame/manipulated_sequences/FaceShifter/c23/images/787_782/0375_face_00.png,1,FaceShifter/787_782
5293,data/FaceForensics++_frame/original_sequences/youtube/c23/images/735/0600_face_00.png,0,youtube/735
70111,data/FaceForensics++_frame/manipulated_sequences/NeuralTextures/c23/images/968_884/0175_face_00.png,1,NeuralTextures/968_884
22936,data/FaceForensics++_frame/manipulated_sequences/NeuralTextures/c23/images/321_288/0475_face_00.png,1,NeuralTextures/321_288
74094,data/FaceForensics++_frame/manipulated_sequences/FaceShifter/c23/images/159_175/0150_face_00.png,1,FaceShifter/159_175
29044,data/FaceForensics++_frame/manipulated_sequences/Face2Face/c23/images/014_790/0420_face_00.png,1,Face2Face/014_790
22542,data/FaceForensics++_frame/manipulated_sequences/Deepfakes/c23/images/117_217/0100_face_00.png,1,Deepfakes/117_217
29188,data/FaceForensics++_frame/manipulated_sequences/Face2Face/c23/images/426_287/0330_face_00.png,1,Face2Face/426_287
43640,data/FaceForensics++_frame/manipulated_sequences/FaceShifter/c23/images/067_025/0420_face_00.png,1,FaceShifter/067_025
21397,data/FaceForensics++_frame/manipulated_sequences/FaceShifter/c23/images/673_728/0330_face_00.png,1,FaceShifter/673_728
53032,data/FaceForensics++_frame/manipulated_sequences/FaceSwap/c23/images/051_332/0250_face_00.png,1,FaceSwap/051_332
62355,data/FaceForensics++_frame/manipulated_sequences/Deepfakes/c23/images/553_545/0150_face_00.png,1,Deepfakes/553_545
66701,data/FaceForensics++_frame/manipulated_sequences/Face2Face/c23/images/397_602/0030_face_00.png,1,Face2Face/397_602
71329,data/FaceForensics++_frame/manipulated_sequences/Face2Face/c23/images/592_500/0090_face_00.png,1,Face2Face/592_500
23636,data/FaceForensics++_frame/manipulated_sequences/Deepfakes/c23/images/317_359/0180_face_00.png,1,Deepfakes/317_359
29390,data/FaceForensics++_frame/original_sequences/youtube/c23/images/215/0050_face_00.png,0,youtube/215
41580,data/FaceForensics++_frame/original_sequences/youtube/c23/images/337/0150_face_00.png,0,youtube/337
60161,data/FaceForensics++_frame/manipulated_sequences/FaceShifter/c23/images/405_393/0225_face_00.png,1,FaceShifter/405_393
72685,data/FaceForensics++_frame/manipulated_sequences/Face2Face/c23/images/374_407/0350_face_00.png,1,Face2Face/374_407
23560,data/FaceForensics++_frame/original_sequences/youtube/c23/images/608/0275_face_00.png,0,youtube/608
33675,data/FaceForensics++_frame/manipulated_sequences/NeuralTextures/c23/images/224_197/0200_face_00.png,1,NeuralTextures/224_197
29078,data/FaceForensics++_frame/manipulated_sequences/Face2Face/c23/images/698_693/0400_face_00.png,1,Face2Face/698_693
14113,data/FaceForensics++_frame/manipulated_sequences/FaceShifter/c23/images/963_879/0690_face_00.png,1,FaceShifter/963_879
43376,data/FaceForensics++_frame/manipulated_sequences/Deepfakes/c23/images/893_913/0210_face_00.png,1,Deepfakes/893_913
59832,data/FaceForensics++_frame/manipulated_sequences/Face2Face/c23/images/622_647/0690_face_00.png,1,Face2Face/622_647
58657,data/FaceForensics++_frame/manipulated_sequences/FaceShifter/c23/images/290_240/0240_face_00.png,1,FaceShifter/290_240
55555,data/FaceForensics++_frame/original_sequences/youtube/c23/images/011/0600_face_00.png,0,youtube/011
25171,data/FaceForensics++_frame/manipulated_sequences/Face2Face/c23/images/657_644/0150_face_00.png,1,Face2Face/657_644
42440,data/FaceForensics++_frame/manipulated_sequences/Deepfakes/c23/images/262_301/0250_face_00.png,1,Deepfakes/262_301
54440,data/FaceForensics++_frame/manipulated_sequences/Deepfakes/c23/images/666_656/0350_face_00.png,1,Deepfakes/666_656
4689,data/FaceForensics++_frame/original_sequences/youtube/c23/images/616/0450_face_00.png,0,youtube/616
49195,data/FaceForensics++_frame/manipulated_sequences/Deepfakes/c23/images/616_614/0650_face_00.png,1,Deepfakes/616_614
16345,data/FaceForensics++_frame/manipulated_sequences/FaceSwap/c23/images/963_879/0150_face_00.png,1,FaceSwap/963_879
72868,data/FaceForensics++_frame/manipulated_sequences/FaceSwap/c23/images/993_989/0400_face_00.png,1,FaceSwap/993_989
10448,data/FaceForensics++_frame/manipulated_sequences/Face2Face/c23/images/259_345/0200_face_00.png,1,Face2Face/259_345
46818,data/FaceForensics++_frame/manipulated_sequences/FaceSwap/c23/images/836_950/0210_face_00.png,1,FaceSwap/836_950
27828,data/FaceForensics++_frame/manipulated_sequences/FaceShifter/c23/images/351_346/0480_face_00.png,1,FaceShifter/351_346
53378,data/FaceForensics++_frame/manipulated_sequences/FaceShifter/c23/images/412_274/0270_face_00.png,1,FaceShifter/412_274
63092,data/FaceForensics++_frame/manipulated_sequences/Face2Face/c23/images/239_218/0050_face_00.png,1,Face2Face/239_218
10366,data/FaceForensics++_frame/manipulated_sequences/Deepfakes/c23/images/584_823/0144_face_00.png,1,Deepfakes/584_823
36575,data/FaceForensics++_frame/manipulated_sequences/NeuralTextures/c23/images/749_659/0690_face_00.png,1,NeuralTextures/749_659
65022,data/FaceForensics++_frame/manipulated_sequences/Face2Face/c23/images/358_380/0210_face_00.png,1,Face2Face/358_380
69520,data/FaceForensics++_frame/manipulated_sequences/NeuralTextures/c23/images/603_575/0000_face_00.png,1,NeuralTextures/603_575
55593,data/FaceForensics++_frame/manipulated_sequences/FaceSwap/c23/images/720_672/0360_face_00.png,1,FaceSwap/720_672
16015,data/FaceForensics++_frame/manipulated_sequences/Deepfakes/c23/images/251_375/0075_face_00.png,1,Deepfakes/251_375
36228,data/FaceForensics++_frame/manipulated_sequences/FaceSwap/c23/images/657_644/0250_face_00.png,1,FaceSwap/657_644
26919,data/FaceForensics++_frame/manipulated_sequences/Deepfakes/c23/images/450_533/0600_face_00.png,1,Deepfakes/450_533
12287,data/FaceForensics++_frame/manipulated_sequences/NeuralTextures/c23/images/578_636/0270_face_00.png,1,NeuralTextures/578_636
57786,data/FaceForensics++_frame/manipulated_sequences/Deepfakes/c23/images/100_077/0000_face_00.png,1,Deepfakes/100_077
42938,data/FaceForensics++_frame/manipulated_sequences/Deepfakes/c23/images/206_221/0175_face_00.png,1,Deepfakes/206_221
1371,data/FaceForensics++_frame/original_sequences/youtube/c23/images/799/0225_face_00.png,0,youtube/799
55217,data/FaceForensics++_frame/manipulated_sequences/Deepfakes/c23/images/570_624/0325_face_00.png,1,Deepfakes/570_624
60308,data/FaceForensics++_frame/manipulated_sequences/NeuralTextures/c23/images/368_378/0300_face_00.png,1,NeuralTextures/368_378
42767,data/FaceForensics++_frame/manipulated_sequences/FaceShifter/c23/images/557_560/0330_face_00.png,1,FaceShifter/557_560
66758,data/FaceForensics++_frame/manipulated_sequences/FaceSwap/c23/images/336_338/0250_face_00.png,1,FaceSwap/336_338
44853,data/FaceForensics++_frame/manipulated_sequences/Face2Face/c23/images/661_670/0400_face_00.png,1,Face2Face/661_670
9322,data/FaceForensics++_frame/manipulated_sequences/Face2Face/c23/images/900_926/0000_face_00.png,1,Face2Face/900_926
29220,data/FaceForensics++_frame/original_sequences/youtube/c23/images/838/0360_face_00.png,0,youtube/838
29285,data/FaceForensics++_frame/original_sequences/youtube/c23/images/037/0000_face_00.png,0,youtube/037
1622,data/FaceForensics++_frame/manipulated_sequences/FaceShifter/c23/images/915_895/0225_face_00.png,1,FaceShifter/915_895
66431,data/FaceForensics++_frame/manipulated_sequences/NeuralTextures/c23/images/924_917/0400_face_00.png,1,NeuralTextures/924_917
27329,data/FaceForensics++_frame/original_sequences/youtube/c23/images/455/0225_face_00.png,0,youtube/455
37439,data/FaceForensics++_frame/manipulated_sequences/Deepfakes/c23/images/655_444/0570_face_00.png,1,Deepfakes/655_444
29907,data/FaceForensics++_frame/manipulated_sequences/Face2Face/c23/images/557_560/0120_face_00.png,1,Face2Face/557_560
6483,data/FaceForensics++_frame/manipulated_sequences/Face2Face/c23/images/995_233/0450_face_00.png,1,Face2Face/995_233
4319,data/FaceForensics++_frame/original_sequences/youtube/c23/images/321/0375_face_00.png,0,youtube/321
31619,data/FaceForensics++_frame/manipulated_sequences/Face2Face/c23/images/888_937/0100_face_00.png,1,Face2Face/888_937
68357,data/FaceForensics++_frame/manipulated_sequences/Deepfakes/c23/images/779_794/0050_face_00.png,1,Deepfakes/779_794
21997,data/FaceForensics++_frame/manipulated_sequences/NeuralTextures/c23/images/788_710/0100_face_00.png,1,NeuralTextures/788_710
3117,data/FaceForensics++_frame/manipulated_sequences/FaceShifter/c23/images/465_482/0240_face_00.png,1,FaceShifter/465_482
30332,data/FaceForensics++_frame/manipulated_sequences/Deepfakes/c23/images/455_471/0175_face_00.png,1,Deepfakes/455_471
20870,data/FaceForensics++_frame/original_sequences/youtube/c23/images/709/0024_face_00.png,0,youtube/709
22233,data/FaceForensics++_frame/manipulated_sequences/FaceShifter/c23/images/284_263/0390_face_00.png,1,FaceShifter/284_263
22639,data/FaceForensics++_frame/manipulated_sequences/NeuralTextures/c23/images/338_336/0375_face_00.png,1,NeuralTextures/338_336
28243,data/FaceForensics++_frame/manipulated_sequences/NeuralTextures/c23/images/084_042/0210_face_00.png,1,NeuralTextures/084_042
65932,data/FaceForensics++_frame/manipulated_sequences/FaceShifter/c23/images/585_599/0300_face_00.png,1,FaceShifter/585_599
17303,data/FaceForensics++_frame/manipulated_sequences/FaceShifter/c23/images/324_356/0125_face_00.png,1,FaceShifter/324_356
21905,data/FaceForensics++_frame/original_sequences/youtube/c23/images/997/0225_face_00.png,0,youtube/997
46508,data/FaceForensics++_frame/manipulated_sequences/FaceShifter/c23/images/886_877/0450_face_00.png,1,FaceShifter/886_877
7365,data/FaceForensics++_frame/manipulated_sequences/Face2Face/c23/images/435_456/0300_face_00.png,1,Face2Face/435_456
32949,data/FaceForensics++_frame/manipulated_sequences/NeuralTextures/c23/images/660_634/0150_face_00.png,1,NeuralTextures/660_634
49970,data/FaceForensics++_frame/manipulated_sequences/Face2Face/c23/images/536_540/0125_face_00.png,1,Face2Face/536_540
42633,data/FaceForensics++_frame/original_sequences/youtube/c23/images/773/0090_face_00.png,0,youtube/773
24746,data/FaceForensics++_frame/original_sequences/youtube/c23/images/963/0090_face_00.png,0,youtube/963
18548,data/FaceForensics++_frame/manipulated_sequences/NeuralTextures/c23/images/620_619/0075_face_00.png,1,NeuralTextures/620_619
37807,data/FaceForensics++_frame/manipulated_sequences/Face2Face/c23/images/055_147/0330_face_00.png,1,Face2Face/055_147
55668,data/FaceForensics++_frame/manipulated_sequences/FaceSwap/c23/images/551_631/0200_face_00.png,1,FaceSwap/551_631
52393,data/FaceForensics++_frame/manipulated_sequences/FaceSwap/c23/images/248_232/0300_face_00.png,1,FaceSwap/248_232
60550,data/FaceForensics++_frame/manipulated_sequences/FaceSwap/c23/images/785_736/0000_face_00.png,1,FaceSwap/785_736
36477,data/FaceForensics++_frame/manipulated_sequences/FaceSwap/c23/images/075_977/0510_face_00.png,1,FaceSwap/075_977
58257,data/FaceForensics++_frame/manipulated_sequences/Face2Face/c23/images/780_869/0025_face_00.png,1,Face2Face/780_869
15881,data/FaceForensics++_frame/original_sequences/youtube/c23/images/752/0720_face_00.png,0,youtube/752
54824,data/FaceForensics++_frame/manipulated_sequences/FaceShifter/c23/images/051_332/0350_face_00.png,1,FaceShifter/051_332
42677,data/FaceForensics++_frame/manipulated_sequences/NeuralTextures/c23/images/135_880/0096_face_00.png,1,NeuralTextures/135_880
61402,data/FaceForensics++_frame/manipulated_sequences/FaceSwap/c23/images/912_927/0175_face_00.png,1,FaceSwap/912_927
59028,data/FaceForensics++_frame/manipulated_sequences/FaceShifter/c23/images/844_797/0660_face_00.png,1,FaceShifter/844_797
29653,data/FaceForensics++_frame/manipulated_sequences/NeuralTextures/c23/images/992_980/0300_face_00.png,1,NeuralTextures/992_980
50391,data/FaceForensics++_frame/original_sequences/youtube/c23/images/074/0300_face_00.png,0,youtube/074
67567,data/FaceForensics++_frame/manipulated_sequences/NeuralTextures/c23/images/723_704/0425_face_00.png,1,NeuralTextures/723_704
58284,data/FaceForensics++_frame/original_sequences/youtube/c23/images/931/0000_face_00.png,0,youtube/931
13700,data/FaceForensics++_frame/manipulated_sequences/FaceShifter/c23/images/763_930/0060_face_00.png,1,FaceShifter/763_930
56338,data/FaceForensics++_frame/manipulated_sequences/FaceShifter/c23/images/713_726/0060_face_00.png,1,FaceShifter/713_726
52047,data/FaceForensics++_frame/manipulated_sequences/Deepfakes/c23/images/805_011/0048_face_00.png,1,Deepfakes/805_011
24919,data/FaceForensics++_frame/manipulated_sequences/FaceSwap/c23/images/616_614/0150_face_00.png,1,FaceSwap/616_614
18455,data/FaceForensics++_frame/manipulated_sequences/Deepfakes/c23/images/746_571/0450_face_00.png,1,Deepfakes/746_571
